REG,MAKE,RANGE,MODEL,DERIVATIVE,PRICE_INC_VAT,COLOUR,MILEAGE,VEHICLE_TYPE,DATE_ON_FORECOURT,IMAGES
EG50NVD,Mazda,CX-3,SE-L Nav,2.0 SE-L Nav 5dr,"1,207.58",BLACK,73843,CAR,2018-12-26,"https://stoneacre.test/images/EG50NVD_1.jpg,https://stoneacre.test/images/EG50NVD_2.jpg,https://stoneacre.test/images/EG50NVD_3.jpg,"
VX58GIK,Ford,Mondeo,Zetec,2.0 TDCi ECOnetic Zetec 5dr,"6,635.88",GREY,56733,CAR,2018-03-15,"https://stoneacre.test/images/VX58GIK_1.jpg,https://stoneacre.test/images/VX58GIK_2.jpg,https://stoneacre.test/images/VX58GIK_3.jpg,"
BU02XUO,Peugeot,107,Active,1.0 Active 5dr,"6,080.65",WHITE,79583,CAR,2020-10-13,"https://stoneacre.test/images/BU02XUO_1.jpg,https://stoneacre.test/images/BU02XUO_2.jpg,https://stoneacre.test/images/BU02XUO_3.jpg,"
FC08BBI,SEAT,Leon,Cupra,2.0 TSI Cupra 300 5dr,"6,759.16",WHITE,11614,CAR,2020-11-12,"https://stoneacre.test/images/FC08BBI_1.jpg,https://stoneacre.test/images/FC08BBI_2.jpg,https://stoneacre.test/images/FC08BBI_3.jpg,"
ST02HJW,SEAT,Leon Sports Tourer,FR,1.5 TSI EVO FR [EZ] 5dr,"5,687.24",BLACK,76041,CAR,2018-09-03,"https://stoneacre.test/images/ST02HJW_1.jpg,https://stoneacre.test/images/ST02HJW_2.jpg,https://stoneacre.test/images/ST02HJW_3.jpg,"
QP10RMS,BMW,3-Series,SE,320d SE 5dr Step Auto,"3,743.69",RED,78857,CAR,2018-10-22,"https://stoneacre.test/images/QP10RMS_1.jpg,https://stoneacre.test/images/QP10RMS_2.jpg,https://stoneacre.test/images/QP10RMS_3.jpg,"
HB50TMG,Ford,EcoSport,Titanium,1.0 EcoBoost 125 Titanium 5dr,"1,987.52",WHITE,42460,CAR,2020-05-23,"https://stoneacre.test/images/HB50TMG_1.jpg,https://stoneacre.test/images/HB50TMG_2.jpg,https://stoneacre.test/images/HB50TMG_3.jpg,"
YX66NEI,Suzuki,Vitara,SZ5 ALLGRIP,1.6 SZ5 ALLGRIP [Urban Pack] 5dr,"7,968.26",BLACK,31284,CAR,2018-04-22,"https://stoneacre.test/images/YX66NEI_1.jpg,https://stoneacre.test/images/YX66NEI_2.jpg,https://stoneacre.test/images/YX66NEI_3.jpg,"
XG64GCI,Hyundai,Tucson,S,1.7 CRDi Blue Drive S 5dr 2WD,"6,992.15",YELLOW,91341,CAR,2018-07-29,"https://stoneacre.test/images/XG64GCI_1.jpg,https://stoneacre.test/images/XG64GCI_2.jpg,https://stoneacre.test/images/XG64GCI_3.jpg,"
UE56BRE,MG,3,Exclusive,1.5 VTi-TECH Exclusive 5dr,"5,720.32",RED,14130,CAR,2018-04-22,"https://stoneacre.test/images/UE56BRE_1.jpg,https://stoneacre.test/images/UE56BRE_2.jpg,https://stoneacre.test/images/UE56BRE_3.jpg,"
KE16GTX,Citroen,C1 Airscape,Feel,1.2 PureTech Feel 5dr,"5,111.35",BLUE,13000,CAR,2020-06-13,"https://stoneacre.test/images/KE16GTX_1.jpg,https://stoneacre.test/images/KE16GTX_2.jpg,https://stoneacre.test/images/KE16GTX_3.jpg,"
WW08LYN,MG,ZS,Excite,1.0T GDi Excite 5dr DCT,"2,100.24",WHITE,21135,CAR,2019-11-28,"https://stoneacre.test/images/WW08LYN_1.jpg,https://stoneacre.test/images/WW08LYN_2.jpg,https://stoneacre.test/images/WW08LYN_3.jpg,"
WS16JRL,Nissan,Qashqai,Tekna,1.5 dCi Tekna [Non-Panoramic] 5dr,"3,695.72",PURPLE,112513,CAR,2018-04-06,"https://stoneacre.test/images/WS16JRL_1.jpg,https://stoneacre.test/images/WS16JRL_2.jpg,https://stoneacre.test/images/WS16JRL_3.jpg,"
CC08HMG,Peugeot,208,GTi Prestige,1.6 THP GTi Prestige 3dr,"7,362.35",RED,49140,CAR,2020-01-15,"https://stoneacre.test/images/CC08HMG_1.jpg,https://stoneacre.test/images/CC08HMG_2.jpg,https://stoneacre.test/images/CC08HMG_3.jpg,"
SM60DFV,Toyota,Prius,Business Edition +,1.8 VVTi Business Edition Plus 5dr CVT,"6,919.01",BLUE,101807,CAR,0000-00-00,"https://stoneacre.test/images/SM60DFV_1.jpg,https://stoneacre.test/images/SM60DFV_2.jpg,https://stoneacre.test/images/SM60DFV_3.jpg,"
UO62NLX,Ford,C-Max,Zetec,1.5 TDCi Zetec 5dr,"6,748.78",WHITE,107969,CAR,2020-06-23,"https://stoneacre.test/images/UO62NLX_1.jpg,https://stoneacre.test/images/UO62NLX_2.jpg,https://stoneacre.test/images/UO62NLX_3.jpg,"
IL18EOR,Audi,A1,Amplified Edition,1.4 TFSI Amplified Edition 5dr,"1,046.41",SILVER,16537,CAR,2018-07-24,"https://stoneacre.test/images/IL18EOR_1.jpg,https://stoneacre.test/images/IL18EOR_2.jpg,https://stoneacre.test/images/IL18EOR_3.jpg,"
DK64JPF,Fiat,500,Lounge,1.2 Lounge 3dr,"3,626.63",PURPLE,118727,CAR,2019-04-13,"https://stoneacre.test/images/DK64JPF_1.jpg,https://stoneacre.test/images/DK64JPF_2.jpg,https://stoneacre.test/images/DK64JPF_3.jpg,"
TC56EKT,Hyundai,Tucson,Premium,2.0 CRDi Blue Drive Premium 5dr 2WD,"1,121.37",WHITE,61223,CAR,2019-10-25,"https://stoneacre.test/images/TC56EKT_1.jpg,https://stoneacre.test/images/TC56EKT_2.jpg,https://stoneacre.test/images/TC56EKT_3.jpg,"
WB68LPI,Kia,Sportage,3,1.7 CRDi ISG 3 5dr DCT Auto [Panoramic Roof],"7,239.94",RED,55252,CAR,2019-02-26,"https://stoneacre.test/images/WB68LPI_1.jpg,https://stoneacre.test/images/WB68LPI_2.jpg,https://stoneacre.test/images/WB68LPI_3.jpg,"
SN04SQR,Vauxhall,Mokka X,Design Nav,1.4T ecoTEC Design Nav 5dr,"5,818.38",GREY,72801,CAR,2019-05-10,"https://stoneacre.test/images/SN04SQR_1.jpg,https://stoneacre.test/images/SN04SQR_2.jpg,https://stoneacre.test/images/SN04SQR_3.jpg,"
UG60KYM,MG,ZS,Excite,1.0T GDi Excite 5dr DCT,"1,417.18",BLUE,108213,CAR,2018-12-28,"https://stoneacre.test/images/UG60KYM_1.jpg,https://stoneacre.test/images/UG60KYM_2.jpg,https://stoneacre.test/images/UG60KYM_3.jpg,"
FC66VUV,Nissan,X-Trail,Acenta,1.6 DiG-T Acenta 5dr,"5,791.64",GREY,66553,CAR,2018-08-17,"https://stoneacre.test/images/FC66VUV_1.jpg,https://stoneacre.test/images/FC66VUV_2.jpg,https://stoneacre.test/images/FC66VUV_3.jpg,"
MN18ICF,Citroen,C5 Aircross,Flair,1.6 PureTech 180 Flair 5dr EAT8,"6,544.45",PURPLE,65424,CAR,2018-03-24,"https://stoneacre.test/images/MN18ICF_1.jpg,https://stoneacre.test/images/MN18ICF_2.jpg,https://stoneacre.test/images/MN18ICF_3.jpg,"
FC04FRB,Ford,Fiesta,Titanium,1.0 EcoBoost 125 Titanium 3dr,"6,182.03",GREY,2717,CAR,2018-11-09,"https://stoneacre.test/images/FC04FRB_1.jpg,https://stoneacre.test/images/FC04FRB_2.jpg,https://stoneacre.test/images/FC04FRB_3.jpg,"
BT66VFV,Ford,C-Max,Zetec,1.0 EcoBoost Zetec 5dr,"3,367.41",RED,70201,CAR,2019-09-21,"https://stoneacre.test/images/BT66VFV_1.jpg,https://stoneacre.test/images/BT66VFV_2.jpg,https://stoneacre.test/images/BT66VFV_3.jpg,"
TI08CKC,Fiat,Panda,Easy,1.2 Easy 5dr,"1,503.01",GREY,0,CAR,2020-06-12,
KC10WNL,MG,ZS,Exclusive,1.0T GDi Exclusive 5dr DCT,"6,257.58",WHITE,88207,CAR,2020-11-08,"https://stoneacre.test/images/KC10WNL_1.jpg,https://stoneacre.test/images/KC10WNL_2.jpg,https://stoneacre.test/images/KC10WNL_3.jpg,"
KU66LLP,Peugeot,108,Active,1.0 Active 5dr,"7,611.13",SILVER,110982,CAR,2020-11-13,"https://stoneacre.test/images/KU66LLP_1.jpg,https://stoneacre.test/images/KU66LLP_2.jpg,https://stoneacre.test/images/KU66LLP_3.jpg,"
BI62KLH,Citroen,C3,Flair,1.5 BlueHDi Flair 5dr [6 speed],"1,842.12",GREY,15210,CAR,2020-02-23,"https://stoneacre.test/images/BI62KLH_1.jpg,https://stoneacre.test/images/BI62KLH_2.jpg,https://stoneacre.test/images/BI62KLH_3.jpg,"
JE06QVL,Dacia,Duster,Comfort,1.5 Blue dCi Comfort 5dr,"5,697.10",BLACK,116406,CAR,2020-06-08,"https://stoneacre.test/images/JE06QVL_1.jpg,https://stoneacre.test/images/JE06QVL_2.jpg,https://stoneacre.test/images/JE06QVL_3.jpg,"
VU02DQJ,Nissan,Note,Tekna,1.2 DiG-S Tekna 5dr,"7,357.42",PURPLE,83474,CAR,2019-03-28,"https://stoneacre.test/images/VU02DQJ_1.jpg,https://stoneacre.test/images/VU02DQJ_2.jpg,https://stoneacre.test/images/VU02DQJ_3.jpg,"
JO20VVK,Peugeot,108,Active,1.0 Active 5dr,"1,441.54",GREY,43729,CAR,2018-07-14,"https://stoneacre.test/images/JO20VVK_1.jpg,https://stoneacre.test/images/JO20VVK_2.jpg,https://stoneacre.test/images/JO20VVK_3.jpg,"
,Hyundai,i30,SE,1.6 CRDi Blue Drive SE 5dr,"4,234.14",YELLOW,100427,CAR,2020-03-12,"https://stoneacre.test/images/DH18TSL_1.jpg,https://stoneacre.test/images/DH18TSL_2.jpg,https://stoneacre.test/images/DH18TSL_3.jpg,"
TL16SNU,Land Rover,Range Rover Evoque,HSE Dynamic,2.0 TD4 HSE Dynamic 5dr Auto,"2,517.17",GREY,10299,CAR,2019-07-21,"https://stoneacre.test/images/TL16SNU_1.jpg,https://stoneacre.test/images/TL16SNU_2.jpg,https://stoneacre.test/images/TL16SNU_3.jpg,"
XC18EBT,Vauxhall,Astra,SRI VX-Line,1.6T 16V 200 SRi Vx-line Nav 5dr,"6,094.69",SILVER,9812,CAR,2018-07-19,"https://stoneacre.test/images/XC18EBT_1.jpg,https://stoneacre.test/images/XC18EBT_2.jpg,https://stoneacre.test/images/XC18EBT_3.jpg,"
XP10JGQ,MG,3,Exclusive,1.5 VTi-TECH Exclusive 5dr,"6,168.92",BLUE,42093,CAR,2018-09-05,"https://stoneacre.test/images/XP10JGQ_1.jpg,https://stoneacre.test/images/XP10JGQ_2.jpg,https://stoneacre.test/images/XP10JGQ_3.jpg,"
OI16LTE,Smart,ForFour,Passion Premium,0.9 Turbo Passion Premium 5dr,"3,755.63",RED,39415,CAR,2020-11-09,"https://stoneacre.test/images/OI16LTE_1.jpg,https://stoneacre.test/images/OI16LTE_2.jpg,https://stoneacre.test/images/OI16LTE_3.jpg,"
MY08PQU,Suzuki,Swift,SZ2,1.2 SZ2 3dr,"3,034.99",GREY,71736,CAR,2020-03-08,"https://stoneacre.test/images/MY08PQU_1.jpg,https://stoneacre.test/images/MY08PQU_2.jpg,https://stoneacre.test/images/MY08PQU_3.jpg,"
BH60XHN,Ford,Fiesta,Zetec,1.5 TDCi Zetec 3dr,"1,617.38",BLACK,31226,CAR,2018-08-20,"https://stoneacre.test/images/BH60XHN_1.jpg,https://stoneacre.test/images/BH60XHN_2.jpg,https://stoneacre.test/images/BH60XHN_3.jpg,"
VQ52LWL,Fiat,500X,City Cross,1.0 City Cross 5dr,"5,967.46",BLUE,113517,CAR,2020-01-13,"https://stoneacre.test/images/VQ52LWL_1.jpg,https://stoneacre.test/images/VQ52LWL_2.jpg,https://stoneacre.test/images/VQ52LWL_3.jpg,"
GS68NLT,Audi,A4,Sport,2.0 TDI Ultra Sport 5dr,"2,353.13",BLUE,64959,CAR,2019-02-07,"https://stoneacre.test/images/GS68NLT_1.jpg,https://stoneacre.test/images/GS68NLT_2.jpg,https://stoneacre.test/images/GS68NLT_3.jpg,"
EV66RFK,Mitsubishi,Eclipse Cross,4,Mitsubishi Eclipse Cross 4 1.5 5dr,"6,757.20",SILVER,59967,CAR,2019-11-21,"https://stoneacre.test/images/EV66RFK_1.jpg,https://stoneacre.test/images/EV66RFK_2.jpg,https://stoneacre.test/images/EV66RFK_3.jpg,"
DN20NHI,Audi,Q3,Quattro S Line,2.0 TDI [177] Quattro S Line 5dr,"4,229.90",BLACK,12705,CAR,2018-07-12,"https://stoneacre.test/images/DN20NHI_1.jpg,https://stoneacre.test/images/DN20NHI_2.jpg,https://stoneacre.test/images/DN20NHI_3.jpg,"
UY18SJK,Volvo,XC40,Momentum,2.0 D3 Momentum 5dr AWD Geartronic,"2,391.92",YELLOW,39856,CAR,2019-05-22,"https://stoneacre.test/images/UY18SJK_1.jpg,https://stoneacre.test/images/UY18SJK_2.jpg,https://stoneacre.test/images/UY18SJK_3.jpg,"
SU04JDJ,Audi,A3,S Line,1.6 TDI S Line 5dr,"7,569.45",PURPLE,9917,CAR,2020-03-01,"https://stoneacre.test/images/SU04JDJ_1.jpg,https://stoneacre.test/images/SU04JDJ_2.jpg,https://stoneacre.test/images/SU04JDJ_3.jpg,"
DN18BIY,Jeep,Compass,Longitude,1.6 Multijet 120 Longitude 5dr [2WD],"3,877.36",BLACK,10159,CAR,2019-01-22,"https://stoneacre.test/images/DN18BIY_1.jpg,https://stoneacre.test/images/DN18BIY_2.jpg,https://stoneacre.test/images/DN18BIY_3.jpg,"
EO04DYU,Ford,Kuga,Titanium,1.5 EcoBoost 182 Titanium 5dr Auto,"7,816.21",PURPLE,65563,CAR,2020-08-13,"https://stoneacre.test/images/EO04DYU_1.jpg,https://stoneacre.test/images/EO04DYU_2.jpg,https://stoneacre.test/images/EO04DYU_3.jpg,"
,Nissan,Leaf,N-Connecta,110kW N-Connecta 40kWh 5dr Auto,"1,019.24",SILVER,12887,CAR,2020-10-29,"https://stoneacre.test/images/LH10YDO_1.jpg,https://stoneacre.test/images/LH10YDO_2.jpg,https://stoneacre.test/images/LH10YDO_3.jpg,"
BR66KWY,Mercedes-Benz,GLA,AMG Line,GLA 200 AMG Line 5dr Auto,"4,579.53",SILVER,86542,CAR,2020-10-17,"https://stoneacre.test/images/BR66KWY_1.jpg,https://stoneacre.test/images/BR66KWY_2.jpg,https://stoneacre.test/images/BR66KWY_3.jpg,"
TM10THX,Renault,Clio,Dynamique MediaNav Energy,0.9 TCE 90 Dynamique MediaNav Energy 5dr,"7,195.85",GREY,55553,CAR,2019-04-17,"https://stoneacre.test/images/TM10THX_1.jpg,https://stoneacre.test/images/TM10THX_2.jpg,https://stoneacre.test/images/TM10THX_3.jpg,"
TS04GSM,Mercedes-Benz,C-Class,SE Executive Edition,C200 SE Executive Edition 4dr,"2,155.41",YELLOW,94597,CAR,2019-03-22,"https://stoneacre.test/images/TS04GSM_1.jpg,https://stoneacre.test/images/TS04GSM_2.jpg,https://stoneacre.test/images/TS04GSM_3.jpg,"
MO52QTC,Kia,Optima SW,3,1.6 CRDi ISG 3 5dr,"5,448.36",BLACK,59926,CAR,2018-08-06,"https://stoneacre.test/images/MO52QTC_1.jpg,https://stoneacre.test/images/MO52QTC_2.jpg,https://stoneacre.test/images/MO52QTC_3.jpg,"
OS56JTL,Hyundai,Tucson,SE,1.7 CRDi Blue Drive SE 5dr 2WD DCT,"2,836.44",GREY,46314,CAR,2019-06-14,"https://stoneacre.test/images/OS56JTL_1.jpg,https://stoneacre.test/images/OS56JTL_2.jpg,https://stoneacre.test/images/OS56JTL_3.jpg,"
UX14SGD,Toyota,Yaris,Icon,1.5 VVT-i Icon 5dr CVT,"2,134.84",WHITE,16167,CAR,2018-10-07,"https://stoneacre.test/images/UX14SGD_1.jpg,https://stoneacre.test/images/UX14SGD_2.jpg,https://stoneacre.test/images/UX14SGD_3.jpg,"
DC60XRT,Vauxhall,Astra,SRI VX-Line,1.4T 16V 150 SRi Vx-line Nav 5dr,"1,351.74",GREY,29640,CAR,2020-09-10,"https://stoneacre.test/images/DC60XRT_1.jpg,https://stoneacre.test/images/DC60XRT_2.jpg,https://stoneacre.test/images/DC60XRT_3.jpg,"
EL18NUE,Jaguar,XF,Portfolio,2.0d [180] Portfolio 4dr Auto,"6,512.68",GREY,89950,CAR,2019-02-13,"https://stoneacre.test/images/EL18NUE_1.jpg,https://stoneacre.test/images/EL18NUE_2.jpg,https://stoneacre.test/images/EL18NUE_3.jpg,"
,Smart,ForFour,Black Edition,0.9 Turbo Black Edition 5dr,"5,349.90",GREY,0,CAR,2020-04-30,"https://stoneacre.test/images/XT14TPD_1.jpg,https://stoneacre.test/images/XT14TPD_2.jpg,https://stoneacre.test/images/XT14TPD_3.jpg,"
FV14KOP,Peugeot,3008 SUV,GT Line,1.6 BlueHDi 120 GT Line 5dr,"4,374.69",SILVER,49426,CAR,2018-08-25,"https://stoneacre.test/images/FV14KOP_1.jpg,https://stoneacre.test/images/FV14KOP_2.jpg,https://stoneacre.test/images/FV14KOP_3.jpg,"
CT16VVE,Volvo,XC40,Momentum,2.0 D3 Momentum 5dr AWD Geartronic,"3,383.61",RED,68214,CAR,2018-07-20,"https://stoneacre.test/images/CT16VVE_1.jpg,https://stoneacre.test/images/CT16VVE_2.jpg,https://stoneacre.test/images/CT16VVE_3.jpg,"
EU54DUR,Vauxhall,Corsa,SRi Vx-Line,1.4 SRi Vx-line 5dr,"3,852.34",YELLOW,32880,CAR,0000-00-00,"https://stoneacre.test/images/EU54DUR_1.jpg,https://stoneacre.test/images/EU54DUR_2.jpg,https://stoneacre.test/images/EU54DUR_3.jpg,"
TP52VOS,Kia,Picanto,1,1.0 1 5dr [4 seats],"6,744.78",BLACK,19410,CAR,2019-07-09,"https://stoneacre.test/images/TP52VOS_1.jpg,https://stoneacre.test/images/TP52VOS_2.jpg,https://stoneacre.test/images/TP52VOS_3.jpg,"
UR02VNK,Fiat,Ducato Maxi Chassis Cab,42 LWB,2.3 Multijet High Roof Crew Van 140,"4,888.67",RED,10252,CAR,2019-04-12,"https://stoneacre.test/images/UR02VNK_1.jpg,https://stoneacre.test/images/UR02VNK_2.jpg,https://stoneacre.test/images/UR02VNK_3.jpg,"
IH04BLK,Volvo,S90,Inscription,2.0 D5 PowerPulse Inscription 4dr AWD Geartronic,"1,384.45",PURPLE,33320,CAR,2018-11-14,"https://stoneacre.test/images/IH04BLK_1.jpg,https://stoneacre.test/images/IH04BLK_2.jpg,https://stoneacre.test/images/IH04BLK_3.jpg,"
WU10CJD,Volvo,XC60,R-Design Lux Nav,D4 [190] R DESIGN Lux Nav 5dr AWD Geartronic,"1,779.15",SILVER,38798,CAR,2018-07-23,"https://stoneacre.test/images/WU10CJD_1.jpg,https://stoneacre.test/images/WU10CJD_2.jpg,https://stoneacre.test/images/WU10CJD_3.jpg,"
JK02OHI,Renault,Trafic Minibus,LWB,LL30 ENERGY dCi 170 Sport Nav 9 Seater EDC,"5,265.97",YELLOW,93005,CAR,2019-06-06,"https://stoneacre.test/images/JK02OHI_1.jpg,https://stoneacre.test/images/JK02OHI_2.jpg,https://stoneacre.test/images/JK02OHI_3.jpg,"
HR54CRS,Mazda,2,Sport Nav,1.5 Sport Nav 5dr Auto,"4,540.08",WHITE,44033,CAR,2019-01-15,"https://stoneacre.test/images/HR54CRS_1.jpg,https://stoneacre.test/images/HR54CRS_2.jpg,https://stoneacre.test/images/HR54CRS_3.jpg,"
FS56GBH,Fiat,500,Lounge,1.2 Lounge 3dr,"6,488.69",WHITE,47445,CAR,2020-01-16,"https://stoneacre.test/images/FS56GBH_1.jpg,https://stoneacre.test/images/FS56GBH_2.jpg,https://stoneacre.test/images/FS56GBH_3.jpg,"
YF12LPU,Fiat,500,Lounge,1.2 Lounge 3dr,"5,776.72",PURPLE,59252,CAR,2020-04-05,"https://stoneacre.test/images/YF12LPU_1.jpg,https://stoneacre.test/images/YF12LPU_2.jpg,https://stoneacre.test/images/YF12LPU_3.jpg,"
YO56BRG,Vauxhall,Corsa,Limited Edition,1.0T ecoFLEX Limited Edition 3dr,"7,445.33",BLACK,58982,CAR,2018-04-12,"https://stoneacre.test/images/YO56BRG_1.jpg,https://stoneacre.test/images/YO56BRG_2.jpg,https://stoneacre.test/images/YO56BRG_3.jpg,"
PQ54NHW,Vauxhall,Corsa,SRI VX-Line Nav Black,1.4 SRi Vx-line Nav Black 5dr,"1,730.58",SILVER,27507,CAR,2019-07-24,"https://stoneacre.test/images/PQ54NHW_1.jpg,https://stoneacre.test/images/PQ54NHW_2.jpg,https://stoneacre.test/images/PQ54NHW_3.jpg,"
HJ66UOO,Audi,A5,S Line,2.0 TDI Ultra S Line 2dr S Tronic,"6,957.90",WHITE,58844,CAR,2019-06-30,"https://stoneacre.test/images/HJ66UOO_1.jpg,https://stoneacre.test/images/HJ66UOO_2.jpg,https://stoneacre.test/images/HJ66UOO_3.jpg,"
YY66UYJ,Ford,Fiesta,ST-Line,1.0 EcoBoost ST-Line 3dr Auto,"6,188.08",PURPLE,18530,CAR,2019-04-27,"https://stoneacre.test/images/YY66UYJ_1.jpg,https://stoneacre.test/images/YY66UYJ_2.jpg,https://stoneacre.test/images/YY66UYJ_3.jpg,"
IU64GMD,Kia,Sportage,3,1.7 CRDi ISG 3 5dr,"3,077.35",SILVER,52858,CAR,2018-06-18,"https://stoneacre.test/images/IU64GMD_1.jpg,https://stoneacre.test/images/IU64GMD_2.jpg,https://stoneacre.test/images/IU64GMD_3.jpg,"
ES14UBH,Vauxhall,Insignia Grand Sport,SRI,1.6 Turbo D [136] SRi Nav 5dr Auto,"1,406.81",GREY,34042,CAR,2020-07-06,"https://stoneacre.test/images/ES14UBH_1.jpg,https://stoneacre.test/images/ES14UBH_2.jpg,https://stoneacre.test/images/ES14UBH_3.jpg,"
NE20IVX,Fiat,Panda,Trekking,1.3 Multijet [95] Trekking 5dr,"1,841.19",YELLOW,9518,CAR,2020-07-10,"https://stoneacre.test/images/NE20IVX_1.jpg,https://stoneacre.test/images/NE20IVX_2.jpg,https://stoneacre.test/images/NE20IVX_3.jpg,"
JC18WNV,Ford,Fiesta,Zetec,1.25 82 Zetec 3dr,"1,684.77",YELLOW,93815,CAR,2018-04-10,"https://stoneacre.test/images/JC18WNV_1.jpg,https://stoneacre.test/images/JC18WNV_2.jpg"
SY66XHB,Vauxhall,Astra,Griffin,1.4T 16V 150 Griffin 5dr Auto [Start Stop],"5,725.26",PURPLE,3654,CAR,2019-05-08,https://stoneacre.test/images/SY66XHB_1.jpg
NC66VID,Kia,Rio,2,1.4 2 5dr,"3,828.22",RED,110242,CAR,2020-07-16,
NJ64XME,Vauxhall,Corsa,SRi,1.4 [75] ecoFLEX SRi 5dr,"4,216.97",BLUE,12929,CAR,2019-12-07,
VI06PEP,Fiat,Talento Panel Van,LWB Tecnico,2.0 Multijet 120 Tecnico Van Start Stop,"3,600.66",BLUE,0,LCV,2020-01-13,
FJ58YOC,Fiat,Panda,Trussardi,1.2 Trussardi 5dr,"7,283.70",BLACK,11017,CAR,2019-08-19,"https://stoneacre.test/images/FJ58YOC_1.jpg,https://stoneacre.test/images/FJ58YOC_2.jpg,https://stoneacre.test/images/FJ58YOC_3.jpg,"
EY50OEJ,Kia,Optima,2,1.6 CRDi ISG 2 4dr,"6,979.00",SILVER,42112,CAR,2018-04-26,"https://stoneacre.test/images/EY50OEJ_1.jpg,https://stoneacre.test/images/EY50OEJ_2.jpg,https://stoneacre.test/images/EY50OEJ_3.jpg,"
DC18WCG,Ford,Focus,Zetec,1.0 EcoBoost 125 Zetec Edition 5dr,"7,365.33",PURPLE,2338,CAR,2018-09-06,"https://stoneacre.test/images/DC18WCG_1.jpg,https://stoneacre.test/images/DC18WCG_2.jpg,https://stoneacre.test/images/DC18WCG_3.jpg,"
US66LMC,Ford,Fiesta,Zetec,1.0 EcoBoost Zetec 5dr,"2,655.25",RED,53820,CAR,2018-12-11,"https://stoneacre.test/images/US66LMC_1.jpg,https://stoneacre.test/images/US66LMC_2.jpg,https://stoneacre.test/images/US66LMC_3.jpg,"
NI16USQ,Ford,Fiesta,Zetec,1.0 EcoBoost Zetec 5dr,"1,128.46",GREY,21561,CAR,2019-09-11,"https://stoneacre.test/images/NI16USQ_1.jpg,https://stoneacre.test/images/NI16USQ_2.jpg,https://stoneacre.test/images/NI16USQ_3.jpg,"
OM20IKU,Ford,Ranger,Wildtrak,Pick Up Double Cab Wildtrak 3.2 TDCi 200 Auto,"6,658.18",PURPLE,104426,CAR,2019-12-21,"https://stoneacre.test/images/OM20IKU_1.jpg,https://stoneacre.test/images/OM20IKU_2.jpg,https://stoneacre.test/images/OM20IKU_3.jpg,"
EL56JBT,Suzuki,Vitara,SZ-T,1.6 SZ-T [Urban Pack] 5dr Auto,"1,958.30",BLUE,33316,CAR,2020-05-29,"https://stoneacre.test/images/EL56JBT_1.jpg,https://stoneacre.test/images/EL56JBT_2.jpg,https://stoneacre.test/images/EL56JBT_3.jpg,"
JV52TVC,BMW,1-Series,M140i,M140i 5dr [Nav],"6,363.70",YELLOW,68553,CAR,2019-06-12,"https://stoneacre.test/images/JV52TVC_1.jpg,https://stoneacre.test/images/JV52TVC_2.jpg,https://stoneacre.test/images/JV52TVC_3.jpg,"
MX54UIF,Nissan,Juke,Tekna,1.2 DiG-T Tekna 5dr,"3,668.53",WHITE,18265,CAR,2018-04-13,"https://stoneacre.test/images/MX54UIF_1.jpg,https://stoneacre.test/images/MX54UIF_2.jpg,https://stoneacre.test/images/MX54UIF_3.jpg,"
WE54GDQ,Fiat,500,Lounge,1.2 Lounge 3dr,"1,481.77",PURPLE,11905,CAR,2019-04-13,"https://stoneacre.test/images/WE54GDQ_1.jpg,https://stoneacre.test/images/WE54GDQ_2.jpg,https://stoneacre.test/images/WE54GDQ_3.jpg,"
KE68LKU,Volvo,XC90,R-Design Pro,2.0 B5 [235] R-Design Pro 5dr AWD Geartronic,"2,431.84",SILVER,28277,CAR,2018-03-30,"https://stoneacre.test/images/KE68LKU_1.jpg,https://stoneacre.test/images/KE68LKU_2.jpg,https://stoneacre.test/images/KE68LKU_3.jpg,"
JV68HOQ,Toyota,Prius,Excel,1.8 VVTi Excel 5dr CVT,"7,950.59",WHITE,31903,CAR,2018-06-09,"https://stoneacre.test/images/JV68HOQ_1.jpg,https://stoneacre.test/images/JV68HOQ_2.jpg,https://stoneacre.test/images/JV68HOQ_3.jpg,"
MI62EWS,Jaguar,F-Pace,R-Sport,2.0d R-Sport 5dr Auto AWD,"5,971.39",PURPLE,108495,CAR,2020-02-18,"https://stoneacre.test/images/MI62EWS_1.jpg,https://stoneacre.test/images/MI62EWS_2.jpg,https://stoneacre.test/images/MI62EWS_3.jpg,"
MH14FJQ,Ford,Fiesta,Zetec,1.0 EcoBoost Zetec 5dr Auto,"4,204.10",YELLOW,96702,CAR,2019-10-25,"https://stoneacre.test/images/MH14FJQ_1.jpg,https://stoneacre.test/images/MH14FJQ_2.jpg,https://stoneacre.test/images/MH14FJQ_3.jpg,"
KD06WGM,Ford,Fiesta,Sport Van,1.0 Ecoboost Sport Van,"7,423.59",GREY,14716,CAR,2019-04-06,"https://stoneacre.test/images/KD06WGM_1.jpg,https://stoneacre.test/images/KD06WGM_2.jpg,https://stoneacre.test/images/KD06WGM_3.jpg,"
WX52NFP,Volvo,V40,R-Design Pro,T3 [152] R DESIGN Pro 5dr Geartronic,"3,763.52",YELLOW,35468,CAR,2020-08-10,"https://stoneacre.test/images/WX52NFP_1.jpg,https://stoneacre.test/images/WX52NFP_2.jpg,https://stoneacre.test/images/WX52NFP_3.jpg,"
